	sound	midpoint	word	phoneme	duration	intensity	F0	F1	F2	F3
1468	ngf_00610_01199242268	7.255	international	a	0.0299999999999993	59.13950861355173	175.6523241942031	724.8374807612784	1600.8928824101188	2929.192782940796
1471	ngf_00610_01199242268	7.439999999999999	border	ɔ	0.0599999999999996	54.2035439312796	75.81879948905545	633.5302545872063	1338.147215215302	2713.783553590211
1473	ngf_00610_01199242268	7.615	border	a	0.1500000000000003	42.1603010676837	77.23388635702027	732.3730480398707	1720.407418983359	2677.62442458114
1478	ngf_00610_01226105544	0.8400000000000001	speaking	iː	0.0599999999999999	69.29997561473124	343.7733109678177	359.07421974377667	2244.693767745989	2468.3250073867457
1480	ngf_00610_01226105544	0.965	speaking	i	0.03	54.97970094360909	425.544063560979	564.0446547144695	1060.1722647855258	2694.8565157054086
1483	ngf_00610_01226105544	1.045	in	i	0.05	70.87546587148974	301.161108194983	561.78427790443	2466.725001425091	3119.978064987698
1486	ngf_00610_01226105544	1.22	lokoja	o	0.06	66.96574114838805	184.23742012492042	611.2291970683522	1272.7244530005623	2804.518200659326
1488	ngf_00610_01226105544	1.375	lokoja	o	0.0499999999999998	62.73559172704462	182.69845771211558	574.465277485203	1774.357430356211	2692.335026074882
1490	ngf_00610_01226105544	1.605	lokoja	a	0.2099999999999999	58.3529905303165	158.97405967357506	802.8752939706078	1628.367763962378	2702.8832133346773
1495	ngf_00610_01226105544	2.425	nigerian	i	0.0299999999999998	69.32661862626624	250.86937565099825	456.7567817333928	1730.0079372866865	2046.518822183063
1497	ngf_00610_01226105544	2.4850000000000003	nigerian	i	0.0299999999999998	71.3724967863995	279.13412253224385	804.5294400770479	1800.3344381262723	2241.033968187104
1498	ngf_00610_01226105544	2.515	nigerian	a	0.0299999999999998	71.30261446638914	289.7083312555372	669.126663791692	1569.6779758423345	2112.634324366381
1502	ngf_00610_01226105544	2.725	president	ɛ	0.0300000000000002	66.29986780544	186.42896345082323	635.1990359082266	1794.2320161356486	2592.6149237787104
1504	ngf_00610_01226105544	2.855	president	i	0.0300000000000002	54.711721559709495	201.45545069237434	262.7968745384408	1911.192367971751	3040.302500962795
1506	ngf_00610_01226105544	2.9450000000000003	president	ɛ	0.0900000000000003	66.50217037089166	182.14535153323956	717.3399973319381	2071.015332963567	3181.63485633238
1509	ngf_00610_01226105544	3.215	umaru	ʊ	0.0299999999999998	54.28150630597166	128.1828973445017	469.9310082562079	1236.230979426669	2607.8934069696447
1511	ngf_00610_01226105544	3.385	umaru	a	0.0299999999999998	68.49221536416823	199.89942099754947	846.8047035671655	1272.4045273270067	2490.143175327645
1513	ngf_00610_01226105544	3.675	umaru	uː	0.1099999999999998	57.150740646235626	172.21340003626892	201.8622383433425	1349.0254567264794	2546.3269029532485
1516	ngf_00610_01226105544	4.0200000000000005	yar'adua	a	0.1800000000000001	67.44791613158439	182.8731324404739	726.1320185064303	1543.8396835583906	1903.3598006647308
1518	ngf_00610_01226105544	4.24	yar'adua	u	0.08	59.65402853588657	158.91687492010308	358.5670917328976	1020.2075773481992	2476.636449778295
1519	ngf_00610_01226105544	4.390000000000001	yar'adua	a	0.2199999999999997	57.42521617213192	169.83351136556027	793.0896922931406	1407.9322812238438	2523.3330244007016
1523	ngf_00610_01226105544	4.765	stated	e	0.0899999999999998	65.90885231248487	226.01323141466713	429.2488979941875	2656.665489637032	3120.5529256290347
1525	ngf_00610_01226105544	4.945	stated	ɛ	0.0899999999999998	66.47320028706704	241.54022344051435	630.8429733843989	2155.397486272828	2893.023763344421
1528	ngf_00610_01226105544	5.1850000000000005	that	a	0.1100000000000003	63.6952935187546	173.70111397117267	715.0439582175609	1483.9781496272287	2336.3131622666583
1532	ngf_00610_01226105544	5.385	the	i	0.0300000000000002	61.21249637753111	180.3845243144974	352.3984315661155	2234.002962119232	2881.447811773319
1535	ngf_00610_01226105544	5.585	project	ɔ	0.0299999999999993	67.25243875744972	240.6811255831753	536.5931391179901	1607.1676880626003	2123.7524713570365
1537	ngf_00610_01226105544	5.715	project	ɛ	0.0700000000000002	67.61036588381482	252.6913219640453	535.3821631408352	2003.4634675460889	2674.538590473708
1541	ngf_00610_01226105544	5.965	would	ʊ	0.0300000000000002	62.471638349890014	178.75959474446526	341.7736093625346	1021.7368258571162	2845.559311299219
1544	ngf_00610_01226105544	6.195	lead	iː	0.1100000000000003	64.78581128689746	213.30084919210532	276.23205131445667	2816.590167623865	3047.313023221924
1547	ngf_00610_01226105544	6.42	to	uː	0.0600000000000005	58.40496651496225	173.27709940832125	368.9932525107142	1381.0673541833842	3055.914424808855
1548	ngf_00610_01226105544	6.575	all	ɔ	0.25	46.12560769290399	--undefined--	567.6904786454448	835.713591190022	3113.409723465065
1551	ngf_00610_01226105544	7.035	year	i	0.1299999999999999	65.67601617943451	196.6893765354436	493.504762653244	2474.2072397818965	2880.990203728639
1552	ngf_00610_01226105544	7.115	year	a	0.0300000000000002	67.16531013902659	195.01945789147828	588.99355054452	1735.6153963536583	2095.149164209936
1560	ngf_00610_01226105544	8.89	on	ɔ	0.08	58.711736412585616	176.4719964451546	754.2710483343348	1214.4338777733394	2553.7718736136485
1563	ngf_00610_01226105544	9.05	the	i	0.0400000000000009	60.79296637213017	165.42637323070193	348.2758532514018	2295.546910055061	2761.885949280041
1565	ngf_00610_01226105544	9.145	river	i	0.0500000000000007	61.87333419764256	157.76682148438832	425.1895774461004	2102.6403026706607	2331.853033248054
1567	ngf_00610_01226105544	9.28	river	a	0.0400000000000009	59.76329999873206	158.40138185079297	623.7818620474326	1606.6732365109904	2408.938669995872
1571	ngf_00610_01226105544	9.75	niger	a	0.1999999999999993	50.00198759118804	150.68671669182095	790.8283264965318	1652.7510519590055	2639.8936604525743
1575	ngf_00610_01255112874	0.8600000000000001	chance	a	0.0999999999999999	69.18754446088145	261.19156958852017	772.4892753270782	910.4557759021304	1781.665011846721
1578	ngf_00610_01255112874	1.095	events	i	0.1299999999999999	54.40203596721845	--undefined--	354.81103483355764	2547.0296734770363	3115.303383503237
1580	ngf_00610_01255112874	1.325	events	ɛ	0.1499999999999999	65.13995202689807	191.45806975878705	730.53956084968	2213.608006004785	3013.226854410714
1585	ngf_00610_01255112874	2.13	are	a	0.1200000000000001	53.056023533557095	187.5167736979657	823.5094339072065	1428.3796320769109	2183.732463915416
1589	ngf_00610_01255112874	2.48	definition	ɛ	0.08	66.17398646172788	184.81362884655275	539.2146290476272	2094.393388740919	2933.594853116238
1591	ngf_00610_01255112874	2.645	definition	i	0.0300000000000002	59.4556776565053	197.6595608924063	413.4401234332063	1945.731710750567	2791.921065454608
1593	ngf_00610_01255112874	2.73	definition	i	0.08	67.39625040463602	205.18622959514883	430.6130096529337	2304.611848538915	3019.5016639308947
1595	ngf_00610_01255112874	2.93	definition	ɔ	0.1	63.011338694613926	175.7732729621976	675.1014576125679	1720.2799477788426	3134.288352095861
1597	ngf_00610_01255112874	3.13	unusual	ɔ	0.08	54.92184807694351	184.1565233950924	609.8618610014421	1631.464539242016	2778.115415782988
1599	ngf_00610_01255112874	3.345	unusual	uː	0.0699999999999998	66.73428733078985	207.14498414316867	331.14924288416626	2085.131414217771	2639.4947548611462
1601	ngf_00610_01255112874	3.505	unusual	u	0.0499999999999998	64.901646983735	201.69448474418647	388.3194070945915	1336.3343037204113	2772.8306220208765
1602	ngf_00610_01255112874	3.545	unusual	a	0.0300000000000002	66.31022260323509	208.26956317191573	408.0510257630024	1109.6191390765944	3132.7680626110164
1605	ngf_00610_01255112874	3.745	and	a	0.0899999999999998	60.577063069321866	170.6191188475379	647.878143381943	1224.4677411507232	1679.289796905041
1608	ngf_00610_01255112874	3.98	lacking	a	0.0799999999999996	64.28549720812956	180.1155153350086	847.0292592967289	994.7630932269868	1703.3336753923534
1610	ngf_00610_01255112874	4.17	lacking	i	0.04	59.33132505609978	201.08230151815022	371.4997248973775	740.1815365436544	2754.604559025946
1614	ngf_00610_01255112874	4.44	certain	aː	0.08	63.6610370695979	178.40985911623946	405.3056474748551	586.0774602123854	1945.315261296126
1616	ngf_00610_01255112874	4.619999999999999	certain	i	0.04	61.39767349950655	182.68901055122393	350.2128546263009	2041.8612273418685	2838.7933997870937
1620	ngf_00610_01255112874	5.44	features	iː	0.08	55.577301231523926	79.11117920558021	348.1711939119264	2526.669138710623	2876.5550529832967
1622	ngf_00610_01255112874	5.69	features	ɛ	0.1399999999999996	52.6830378645993	152.43838811308908	437.860971618837	1702.286174809636	2923.83115699107
1626	ngf_00610_01281446521	0.7949999999999999	although	ɔ	0.0699999999999999	50.48659095039716	--undefined--	643.7476511227651	1174.2893796531378	2853.6923881095317
1629	ngf_00610_01281446521	0.955	although	o	0.03	67.94416038404181	370.6110302996261	570.9497510255914	1505.82560258865	2932.5420080508457
1630	ngf_00610_01281446521	1.015	a	ɔ	0.09	68.83043213010713	442.61574631724966	486.0650301189009	1325.6068797261312	2476.8798598329004
1632	ngf_00610_01281446521	1.23	fairly	ɛː	0.08	66.76912619306815	226.60816854653208	611.8532313223842	2009.768779854125	2645.3433438940924
1634	ngf_00610_01281446521	1.4	fairly	i	0.0999999999999998	68.59158489186144	221.248257880714	436.0800070007601	2662.1795251494777	2871.572132427441
1635	ngf_00610_01281446521	1.47	obscure	ɔ	0.04	66.65318168275552	186.9334900553396	553.3552652753463	1652.6271994407466	2629.233807606512
1639	ngf_00610_01281446521	1.745	obscure	ʊ	0.03	64.32012254328797	202.7423609167745	406.4689921779375	1979.5983373798672	2622.634963152027
1640	ngf_00610_01281446521	1.805	obscure	a	0.09	65.64966975844361	188.49295561368953	546.6581411878533	1701.2928192592472	2637.938163815
1642	ngf_00610_01281446521	2.005	genre	ɔ	0.0899999999999998	63.55592479510553	171.84230000154332	523.4319103217899	1858.121738415736	2402.3201718547457
1645	ngf_00610_01281446521	2.295	genre	a	0.1099999999999998	57.557018151553294	169.38766823001933	460.87643074833903	2080.2448357242715	2356.570806387949
1649	ngf_00610_01281446521	2.835	swamp	ɔ	0.0899999999999998	69.01262101628846	280.9896073866566	750.1602631960177	1106.79825579249	1990.5405065132973
1653	ngf_00610_01281446521	3.17	pop	ɔ	0.1	65.53437136419471	213.0441606906612	640.4002102177008	1022.8742478122464	2925.9122060436
1657	ngf_00610_01281446521	3.625	maintains	e	0.0499999999999998	66.31312209138349	187.60515703754345	557.3514048383613	2285.6828407312264	3059.5792218900724
1660	ngf_00610_01281446521	3.855	maintains	e	0.0899999999999998	67.83090554686189	224.56918614943453	387.9553663531435	1208.2682431547514	2885.966198069817
1663	ngf_00610_01281446521	4.09	a	a	0.0999999999999996	50.09912149978294	--undefined--	409.4152662180695	2448.3660923881966	2977.2779235976245
1665	ngf_00610_01281446521	4.335	large	a	0.1300000000000007	65.85222458263051	205.23519589074	804.2184551497905	1557.5292417521707	2357.950035833111
1667	ngf_00610_01281446521	4.525	audience	ɔ	0.1299999999999999	53.050224122778666	--undefined--	520.5208008311819	1264.02721929233	2733.34229196478
1669	ngf_00610_01281446521	4.68	audience	i	0.0599999999999996	63.897295409009615	180.27339962908744	424.3560433825247	2363.9106604329263	2904.215896826495
1670	ngf_00610_01281446521	4.73	audience	ɛ	0.04	63.93615436848817	182.7330809951034	667.7112315403231	2192.062833839668	2966.4847089574905
1673	ngf_00610_01281446521	4.93	in	i	0.0599999999999996	49.38991365555918	181.05037482310303	471.2182276406335	1891.709075232654	2697.516549160297
1675	ngf_00610_01281446521	5.015000000000001	its	i	0.0300000000000002	64.76740949393349	170.3965643920126	382.97309269128095	1866.0341941820573	2653.03081530006
1682	ngf_00610_01281446521	5.545	louisiana	uː	0.0299999999999993	62.05081111509742	168.2473725880738	361.5854097500233	1741.1621423272309	2951.917871661617
1683	ngf_00610_01281446521	5.585	louisiana	iː	0.0500000000000007	61.66925412840036	163.85814884132114	334.0975143842327	2151.0931616805246	2899.065564035196
1685	ngf_00610_01281446521	5.755	louisiana	i	0.0299999999999993	58.69682749223266	178.3038258657466	627.3212415680689	1496.9696312050442	2641.580556240843
1686	ngf_00610_01281446521	5.805	louisiana	a	0.0700000000000002	61.658224149345614	170.52627922765572	924.52076109088	1636.8405839605866	2327.398122328225
1688	ngf_00610_01281446521	5.985	louisiana	a	0.1699999999999999	54.35262759535445	164.0435874807286	710.7350664866678	1576.9022108741758	2934.6946947761285
1691	ngf_00610_01281446521	6.415	and	a	0.0500000000000007	60.20775195911463	164.22201849091317	531.1720656614814	962.8809080099244	1735.8239932204592
1696	ngf_00610_01281446521	6.885	southeast	iː	0.1500000000000003	44.09121619699337	--undefined--	365.6884907466512	2691.09657003625	3247.7850527713395
1700	ngf_00610_01281446521	7.18	texas	ɛ	0.0599999999999996	55.67451811783315	--undefined--	607.6050207099748	1155.9036187546656	2325.582635943204
1703	ngf_00610_01281446521	7.435	texas	a	0.1100000000000003	59.75085377618861	160.37866607721307	421.8389977946547	659.1817131210614	1766.5827390443278
1706	ngf_00610_01281446521	7.654999999999999	homeland	o	0.0300000000000002	58.88224558091803	164.1836868071417	418.9388509974618	1306.9213284060222	2429.341479378744
1709	ngf_00610_01281446521	7.865	homeland	a	0.0899999999999998	54.006848479231145	148.081442906635	775.649944750831	1531.1231725348305	2360.3584238521794
1715	ngf_00610_01300923594	0.8200000000000001	there	ɛː	0.0399999999999999	62.934423156105446	220.03146929645175	462.0162285081104	2049.4442025452163	2643.7876224188776
1717	ngf_00610_01300923594	0.92	was	ɔ	0.0799999999999999	65.77801777247072	237.7777660954991	477.774943018957	1662.5812222575396	2336.929394773762
1719	ngf_00610_01300923594	1.045	a	a	0.05	63.992291705596905	251.86722228591995	482.93505590079207	2191.623677163152	2997.993354469133
1722	ngf_00610_01300923594	1.27	quick	i	0.04	63.596941095589536	321.8886922128778	351.96656183266555	2249.3622455691893	2364.310091673738
1724	ngf_00610_01300923594	1.4249999999999998	and	ɛ	0.09	55.204393570293966	--undefined--	705.1222225977817	2018.4236171280452	2891.921697924066
1728	ngf_00610_01300923594	1.72	smooth	uː	0.04	66.81278269227758	210.93731855030515	312.06076130906985	1634.9507902511598	2987.268860389275
1732	ngf_00610_01300923594	1.93	transition	a	0.04	60.81922766772861	178.4342126014813	723.1592458767185	1807.5394691951556	2899.905902267245
1735	ngf_00610_01300923594	2.13	transition	i	0.06	58.26716675073606	187.21180923146616	389.39652295508125	1922.4807533469293	2906.5930647673285
1737	ngf_00610_01300923594	2.295	transition	ɔ	0.0700000000000002	59.38901404879186	190.16790043767534	673.7504495825688	1874.222777639888	3034.506442801452
1741	ngf_00610_01300923594	2.515	from	ɔ	0.0299999999999998	58.99787416103755	181.57112720687226	688.2629857108266	1480.48406425719	2384.182335602186
1744	ngf_00610_01300923594	2.68	the	a	0.06	50.5953815191198	158.46039507620372	203.0003933440157	1745.880705569149	2823.807380664728
1747	ngf_00610_01300923594	3.59	farming	a	0.08	58.52437986076868	175.99599026546454	806.9374443975391	1527.5822370835638	2833.5302516173365
1749	ngf_00610_01300923594	3.75	farming	i	0.04	62.52190199103252	179.05715834741582	316.43024819027283	971.985593074639	2854.0186563784096
1753	ngf_00610_01300923594	3.97	culture	ɔ	0.04	57.56018148965895	177.85100251922458	511.4540623937225	980.8753850470638	3104.2733991325845
1756	ngf_00610_01300923594	4.255000000000001	culture	a	0.1299999999999999	49.15198606665203	159.82914275669543	498.1589342238021	1387.1277683563806	2907.14950344672
1759	ngf_00610_01300923594	4.65	to	uː	0.04	57.40442217147044	194.72176558921504	382.9585089312095	2205.8297905720315	3126.790589816841
1761	ngf_00610_01300923594	4.73	the	i	0.04	61.32980866370359	192.1176501718978	322.854849783468	1257.352555038521	2414.2085604076447
1763	ngf_00610_01300923594	4.95	pan	a	0.08	62.52585936216268	195.13214701070046	543.4375957675861	1193.121977139498	2171.361848885193
1766	ngf_00610_01300923594	5.155	european	ʊ	0.0700000000000002	63.401699897793584	188.2450096500417	350.3784339678902	1806.4097603484277	2460.5528870597645
1768	ngf_00610_01300923594	5.255	european	ɔ	0.0299999999999993	63.87800429405355	207.2249977889665	435.7358354267117	1622.761568348569	2047.544592036404
1770	ngf_00610_01300923594	5.415	european	iː	0.0299999999999993	61.052344801147214	217.48784602707192	505.0162982872324	2379.916386467615	2917.2377862358885
1771	ngf_00610_01300923594	5.47	european	a	0.08	63.94364439255944	202.714517431519	783.3324185800603	2023.5613556527292	2915.632621393366
1774	ngf_00610_01300923594	5.74	corded	ɔ	0.0599999999999996	61.60068685929871	191.81431090109857	586.7545145141878	1431.7863918469309	2859.498330629226
1776	ngf_00610_01300923594	5.87	corded	ɛ	0.0999999999999996	62.31409036121824	186.7345557461349	549.1275666929943	2221.526671206864	2946.2314117838123
1779	ngf_00610_01300923594	6.26	ware	ɛː	0.2199999999999997	61.38723835606709	173.13867063240716	513.8795795030603	2171.9830629660714	2861.079374859968
1781	ngf_00610_01300923594	6.58	pastoralist	a	0.04	56.79588891197483	171.48801865445824	754.0012786560571	1549.1176226488358	2745.743510099487
1784	ngf_00610_01300923594	6.755	pastoralist	ɔ	0.0299999999999993	57.3348124669233	184.7436831429023	483.7777832154379	1824.960878439784	2486.1576634823737
1786	ngf_00610_01300923594	6.865	pastoralist	a	0.0300000000000002	57.77750049850816	168.6724998464269	593.2806126588551	2053.5278902419764	2511.9635466727345
1788	ngf_00610_01300923594	6.98	pastoralist	i	0.04	58.03334804910099	174.61594840669525	441.4939415294808	2232.932787782981	2960.3478010828444
1792	ngf_00610_01300923594	7.355	culture	ɔ	0.0499999999999998	55.74617666289851	173.1977754640168	493.14493465895737	1004.7343191885982	2940.795908064723
1795	ngf_00610_01300923594	7.655	culture	a	0.1500000000000003	44.73706204647304	154.76315979966765	589.740389549458	1368.6974041744986	2858.845872820468
1798	ngf_00610_01340574647	0.8049999999999999	in	i	0.0899999999999999	47.55546852958148	219.5448751145042	580.120860232862	2707.840772074709	3402.8898664301537
1801	ngf_00610_01340574647	0.935	the	i	0.0299999999999999	65.94353460520824	232.48362051010747	335.9441398695802	2464.347306103837	3230.410849508316
1803	ngf_00610_01340574647	1.015	united	uː	0.03	67.23183526893456	237.07211023840938	360.96702803286223	2651.38810373029	3079.574457964041
1807	ngf_00610_01340574647	1.285	united	ɛ	0.05	59.57659857137082	297.07778474065645	543.4261898780593	2052.956241085823	2944.3566738550085
1810	ngf_00610_01340574647	1.48	kingdom	i	0.04	61.65773476272342	191.48852638217392	594.3847646648023	2420.9708558199627	3062.795299837486
1813	ngf_00610_01340574647	1.665	kingdom	ɔ	0.07	58.53849715073875	157.51942880376262	577.9972511474878	1388.1067114525267	2834.835597313176
1820	ngf_00610_01340574647	2.37	peers	i	0.08	60.30638684212215	210.3102726718944	514.4350171644368	2349.051490407468	2882.3820215932774
1821	ngf_00610_01340574647	2.43	peers	a	0.04	62.398112605605135	202.20653237329572	576.0951593092587	1967.397726558012	2846.458809457949
1823	ngf_00610_01340574647	2.525	are	a	0.0300000000000002	60.39322644741378	173.6421388746808	562.5882035489906	1695.100628450068	2642.695406077522
1824	ngf_00610_01340574647	2.5700000000000003	appointed	a	0.06	60.2119743823806	161.63884384031468	653.4288888284616	1592.1452291540932	2570.064155691578
1829	ngf_00610_01340574647	2.93	appointed	ɛ	0.04	59.35256968618932	200.49838089891617	537.4010802399916	1955.788417943548	2725.090806875737
1832	ngf_00610_01340574647	3.065	members	ɛ	0.0499999999999998	60.04389699757972	173.8978033005215	696.9291397007455	1963.849732690775	2746.70627456322
1835	ngf_00610_01340574647	3.2350000000000003	members	a	0.0699999999999998	61.083635236281694	171.29034399633454	497.5994592989805	1797.0939453306685	2732.7512093704936
1837	ngf_00610_01340574647	3.39	of	ɔ	0.06	52.01805525060325	--undefined--	537.3398259876126	1665.493864215497	2712.7835380631764
1840	ngf_00610_01340574647	3.55	the	i	0.04	57.01251482324727	161.87063241948792	346.02503940234345	2221.597427403873	2872.0188214292
1844	ngf_00610_01340574647	4.48	whose	uː	0.0799999999999991	61.37844974355682	213.864013138807	376.1061354730169	1507.5130733838312	3027.0391283327453
1849	ngf_00610_01340574647	4.855	titles	ʊ	0.0300000000000002	52.05820881564191	184.4802393121616	344.488932693613	1514.1388168249382	3326.45550320499
1853	ngf_00610_01340574647	5.055	cannot	a	0.0499999999999998	55.69347493721676	154.35532658757833	782.7621510156134	1851.7093233363796	2673.108816161084
1855	ngf_00610_01340574647	5.1850000000000005	cannot	ɔ	0.0300000000000002	58.57019014880101	163.50218376240707	623.5330437280082	1753.4284044494227	2775.526501790286
1858	ngf_00610_01340574647	5.355	be	iː	0.0300000000000002	54.17869363137231	146.8049508864901	316.98367056017736	2590.5322737814595	2975.5957858502834
1859	ngf_00610_01340574647	5.390000000000001	inherited	i	0.04	56.26658723673487	150.2265817102922	431.8707993895357	2736.5509199093854	3208.5854325195573
1862	ngf_00610_01340574647	5.5600000000000005	inherited	ɛ	0.04	55.95481762823745	156.66429068281366	483.07809107549474	2019.7369358312596	2357.459420774019
1864	ngf_00610_01340574647	5.675000000000001	inherited	i	0.0300000000000002	52.6786878668294	146.50396325125425	411.6685742771991	2148.9902531703938	2423.497214380843
1866	ngf_00610_01340574647	5.835	inherited	ɛ	0.0299999999999993	45.45140866198255	--undefined--	509.0928885269458	2214.96318463522	2823.947600269617
1870	ngf_00610_01586947742	0.5700000000000001	the	i	0.0799999999999999	43.063021743428095	--undefined--	698.1581744439419	2016.7452060846824	2976.5276903583635
1874	ngf_00610_01586947742	0.945	niger	a	0.0699999999999999	65.52646349406658	339.40976924846484	496.7205164573351	2172.266323014449	3198.8564724511484
1876	ngf_00610_01586947742	1.06	discharges	i	0.04	62.76318320085029	225.1901853622369	435.8457435578734	1993.57535944128	2941.581620406789
1879	ngf_00610_01586947742	1.29	discharges	a	0.08	65.92210651530435	214.57123639455435	646.9701738944214	1759.9407397538891	2463.880042227739
1881	ngf_00610_01586947742	1.415	discharges	ɛ	0.05	63.69884675916534	218.7168488084298	398.7053720224473	2155.8788717358434	2944.480806997081
1885	ngf_00610_01586947742	1.6749999999999998	through	uː	0.03	64.00097741178263	195.4757156909804	398.1542052988176	1662.8158456586248	2010.3039933870689
1886	ngf_00610_01586947742	1.705	a	a	0.03	62.85185283082424	186.00910153793689	433.8339322956226	1443.6765233519104	2023.6617028504977
1888	ngf_00610_01586947742	1.845	massive	a	0.0699999999999998	62.94326253941025	180.33147343184459	789.4703379926326	1594.736781290133	2413.0675534788847
1890	ngf_00610_01586947742	2.01	massive	i	0.0399999999999998	59.24855516337853	198.2860612327357	399.3473976855918	2134.887624722039	2988.7764455656675
1893	ngf_00610_01586947742	2.1950000000000003	delta	ɛ	0.0500000000000002	60.56830514631029	175.84794977057018	512.2842742068891	1787.3791691647468	2824.358535534122
1896	ngf_00610_01586947742	2.47	delta	a	0.1599999999999997	50.92352220521132	153.24311454834225	731.5748035141027	1621.3705292747964	2745.7586004145464
1899	ngf_00610_01586947742	2.8600000000000003	known	o	0.06	67.72606007349157	228.74534755319098	319.8844119597126	1561.7387500306434	2355.700612797605
1901	ngf_00610_01586947742	3.005	as	e	0.0699999999999998	65.6656243675858	213.36893622779638	681.8413658594835	1889.140269005028	3018.4294394584067
1904	ngf_00610_01586947742	3.145	the	a	0.0300000000000002	55.32384398922076	187.94559756663057	447.1956175734327	1801.9874140132024	2905.202664030907
1908	ngf_00610_01586947742	3.455	niger	a	0.0700000000000002	61.85369082684928	199.10038866218548	552.6208558338012	1770.8346153209693	2671.099166943376
1910	ngf_00610_01586947742	3.6	delta	ɛ	0.04	61.57439092212907	174.21874749994592	526.4139312427567	1711.177875143867	2769.347150071732
1913	ngf_00610_01586947742	3.815	delta	a	0.0899999999999998	58.85220484916177	85.53949027042992	668.9062403026566	1427.0073243557636	2775.647191085182
1915	ngf_00610_01586947742	4.0600000000000005	or	ɔ	0.1000000000000005	63.41521735382237	166.26163592794464	490.0704684105001	936.8669004747472	3130.011523404456
1917	ngf_00610_01586947742	4.27	the	i	0.0799999999999991	53.048571674372894	92.64260524360736	374.5180765650648	2213.4473121974856	2895.4643435539374
1921	ngf_00610_01586947742	4.67	rivers	i	0.04	59.30123347090223	171.6639299240017	464.6249835645377	1864.299639611557	2377.0648208334087
1923	ngf_00610_01586947742	4.865	rivers	a	0.1500000000000003	55.62208053960581	154.55001147343896	741.2957168358732	1347.4293916210136	2610.4760896012504
1926	ngf_00610_01586947742	5.365	into	i	0.0700000000000002	38.18348961766159	--undefined--	246.66442858403755	1791.6730260976997	2765.377938705718
1929	ngf_00610_01586947742	5.529999999999999	into	uː	0.04	60.04446879328553	235.18734750657228	401.6002838983924	1748.833437904938	2856.4166691458727
1931	ngf_00610_01586947742	5.605	the	a	0.0499999999999998	60.06207119705692	197.83156401070366	373.0068937886436	1762.1139095284905	2997.137988543071
1933	ngf_00610_01586947742	5.785	gulf	ɔ	0.0300000000000002	63.97571438781227	189.65252820638273	513.9408823065228	927.1337459079322	3061.1879520718207
1936	ngf_00610_01586947742	6.029999999999999	of	ɔ	0.0599999999999996	56.56846127751963	--undefined--	534.3604511257761	1120.258912313737	3003.591758995209
1939	ngf_00610_01586947742	6.265	guinea	i	0.0899999999999998	59.14850798817093	180.89356057248705	354.8696929149785	2820.9953938211625	3150.3983399591148
1941	ngf_00610_01586947742	6.475	guinea	i	0.1499999999999994	54.423422057288704	166.947189270694	258.534742985055	663.9035216930915	2861.704778088388
1943	ngf_00610_01586947742	6.76	in	i	0.08	45.27289561128378	190.49167044134217	390.7012729986766	2678.476929769516	2991.155032679009
1946	ngf_00610_01586947742	6.925000000000001	the	i	0.0499999999999998	59.94107742055357	165.29586795585598	456.6618454853972	809.8377841798775	2245.5336540846747
1947	ngf_00610_01586947742	6.970000000000001	atlantic	a	0.04	58.158031264849775	156.451444818529	598.8598244113609	1248.6031413725502	2039.118718302128
1950	ngf_00610_01586947742	7.140000000000001	atlantic	a	0.0599999999999996	61.33926870003975	173.25809571342378	637.8833433612971	1348.8489975132456	1798.296953855833
1953	ngf_00610_01586947742	7.295	atlantic	i	0.0500000000000007	54.59649135379557	183.91976168761542	371.2999639263657	2326.06241951788	2955.252979238701
1955	ngf_00610_01586947742	7.465	ocean	o	0.1099999999999994	54.616589178965526	170.23457370008174	463.4216622499926	1298.6066968542443	2827.2365383316464
1957	ngf_00610_01586947742	7.7	ocean	a	0.08	51.944256393530914	150.02851592532062	694.8932896178876	1876.5477898487093	2952.7413902779163
1961	ngf_00610_01634429566	0.7050000000000001	a	a	0.0499999999999999	47.91621310372342	--undefined--	449.6213289436675	1400.3808787728572	2070.064335470264
1963	ngf_00610_01634429566	0.905	long	ɔ	0.0699999999999999	71.49956798364104	285.02038176954477	706.6728748005098	1014.63564765742	2640.6803041169974
1967	ngf_00610_01634429566	1.175	term	aː	0.1099999999999998	69.79464787882716	239.2443313613188	708.0720018190771	1901.090775272488	2720.3342470133925
1970	ngf_00610_01634429566	1.355	monitoring	ɔ	0.03	68.27768509044772	200.8886757217339	659.2761396434216	1610.9804836279768	2604.5143213054766
1972	ngf_00610_01634429566	1.475	monitoring	i	0.07	68.79513986484032	206.879759741164	371.1235349953751	2637.791734226764	2926.9984449781896
1974	ngf_00610_01634429566	1.65	monitoring	ɔ	0.04	63.97713177968208	215.52684505654315	390.0424932723956	2250.672150382546	2862.26074093542
1976	ngf_00610_01634429566	1.6949999999999998	monitoring	i	0.03	67.17485894589002	202.31503156625195	424.03315220127234	947.742049415449	2504.656956067526
1980	ngf_00610_01634429566	1.835	vegetation	ɛ	0.05	65.32902951200359	173.2753429418843	508.09231851019234	2006.0298791361	2472.369992112157
1982	ngf_00610_01634429566	1.945	vegetation	a	0.03	55.92745940253077	166.08315974012032	248.7820016349202	2305.573021329237	3172.4468389260824
1984	ngf_00610_01634429566	2.1	vegetation	e	0.06	64.09778428586814	176.86635900156958	374.2879270429077	2318.517992636206	2826.7703214441945
